,key,doc,score,label
927,dodi 1336.08 military human resource records life cycle management,DoDI 1336.08.pdf_120,0.95,train
928,dodi 1336.08 military human resource records life cycle management,DoDI 1336.08.pdf_135,0.95,train
929,dodi 1336.08 military human resource records life cycle management,MCO 1070.1.pdf_6,0.5,train
930,dodi 1336.08 military human resource records life cycle management,SORN 2013-18186.pdf_1,0.5,train
931,dodi 1336.08 military human resource records life cycle management,PAM 600-8-104.pdf_38,0.5,train
932,dodi 1336.08 military human resource records life cycle management,PAM 600-8-104.pdf_6,0.5,train
933,dodi 1336.08 military human resource records life cycle management,AR 600-8-104.pdf_26,0.5,train
934,dodi 1336.08 military human resource records life cycle management,HAFMD 1-24_Addendum-A.pdf_47,0.5,train
935,dodi 1336.08 military human resource records life cycle management,DoDI 1300.04.pdf_30,0.5,train
936,dodi 1336.08 military human resource records life cycle management,SORN 2019-15242.pdf_2,0.5,train
937,mcrp 3-10a.2 infantry company operations,MCRP 3-10A.2.pdf_0,0.95,train
938,mcrp 3-10a.2 infantry company operations,MCRP 3-10A.2.pdf_3,0.95,train
939,mcrp 3-10a.2 infantry company operations,MCRP 3-10A.2.pdf_2,0.95,train
940,mcrp 3-10a.2 infantry company operations,MCRP 3-10A.2.pdf_1,0.95,train
941,mcrp 3-10a.2 infantry company operations,NAVMC 3500.44D.pdf_1603,0.5,train
942,mcrp 3-10a.2 infantry company operations,NAVMC 3500.44D.pdf_3058,0.5,train
943,mcrp 3-10a.2 infantry company operations,NAVMC 3500.44D.pdf_3859,0.5,train
944,mcrp 3-10a.2 infantry company operations,NAVMC 3500.44D.pdf_6940,0.5,train
945,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C.pdf_8733,0.5,train
946,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C.pdf_9384,0.5,train
947,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C.pdf_11841,0.5,train
948,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C.pdf_5049,0.5,train
949,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C.pdf_9364,0.5,train
950,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C CH 1-3.pdf_8728,0.5,train
951,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C CH 1-3.pdf_11836,0.5,train
952,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C CH 1-3.pdf_9379,0.5,train
953,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C CH 1-3.pdf_5048,0.5,train
954,mcrp 3-10a.2 infantry company operations,NAVMC 3500.55C CH 1-3.pdf_9359,0.5,train
955,mcrp 3-10a.2 infantry company operations,NAVMC 3500.10D.pdf_10687,0.5,train
956,mcrp 3-10a.2 infantry company operations,NAVMC 3500.10D.pdf_10730,0.5,train
957,afi 23-101 materiel management policy,AFI 23-101.pdf_178,0.95,train
958,afi 23-101 materiel management policy,AFI 23-101.pdf_349,0.95,train
959,afi 23-101 materiel management policy,AFI 23-101.pdf_352,0.95,train
960,afi 23-101 materiel management policy,AFI 23-101.pdf_260,0.95,train
961,afi 23-101 materiel management policy,AFI 23-101.pdf_426,0.95,train
962,afi 23-101 materiel management policy,AFMAN 23-122.pdf_199,0.5,train
963,afi 23-101 materiel management policy,AFMAN 23-122.pdf_33,0.5,train
964,afi 23-101 materiel management policy,AFMAN 23-122.pdf_207,0.5,train
965,afi 23-101 materiel management policy,AFMAN 23-122.pdf_584,0.5,train
966,afi 23-101 materiel management policy,AFMAN 23-122.pdf_611,0.5,train
967,afi 23-101 materiel management policy,AFMAN 41-209.pdf_136,0.5,train
968,afi 23-101 materiel management policy,AFI 21-150.pdf_15,0.5,train
969,afi 23-101 materiel management policy,AFI 20-117.pdf_51,0.5,train
970,afi 23-101 materiel management policy,AFMAN 34-204.pdf_149,0.5,train
971,afi 23-101 materiel management policy,AFI 24-302.pdf_330,0.5,train
972,afi 23-101 materiel management policy,AFI 24-302.pdf_231,0.5,train
973,afi 23-101 materiel management policy,AFI 24-302.pdf_224,0.5,train
974,afi 23-101 materiel management policy,AFI 25-101.pdf_61,0.5,train
975,afi 23-101 materiel management policy,AFI 25-101.pdf_70,0.5,train
976,afi 23-101 materiel management policy,AFI 25-101.pdf_65,0.5,train
977,afi 23-101 materiel management policy,AFMAN 32-7002.pdf_50,0.5,train
978,afi 23-101 materiel management policy,DAFPD 99-1.pdf_11,0.5,train
979,afi 23-101 materiel management policy,AFMAN 21-203.pdf_145,0.5,train
980,afi 23-101 materiel management policy,AFMAN 21-203.pdf_36,0.5,train
981,afi 23-101 materiel management policy,AFI 23-201.pdf_111,0.5,train
982,1400.25,DoDD 1400.25.pdf_8,0.95,train
983,1400.25,DoDD 1400.25.pdf_11,0.95,train
984,1400.25,DoDD 1400.25.pdf_3,0.95,train
985,1400.25,DoDD 1400.25.pdf_15,0.95,train
986,1400.25,DoDD 1400.25.pdf_5,0.95,train
987,1400.25,AFPD 36-1.pdf_13,0.5,train
988,1400.25,AFPD 36-1.pdf_23,0.5,train
989,1400.25,SECNAVINST 12250.6B.pdf_33,0.5,train
990,1400.25,TRADOC TM600-18.pdf_120,0.5,train
991,1400.25,DoDI 1400.25 Volume 1705.pdf_31,0.5,train
992,1400.25,DoDI 1400.25 Volume 1705.pdf_21,0.5,train
993,1400.25,HAFMD 1-24_Addendum-A.pdf_67,0.5,train
994,1400.25,HAFMD 1-24_Addendum-A.pdf_65,0.5,train
995,1400.25,HAFMD 1-24_Addendum-A.pdf_63,0.5,train
996,1400.25,HAFMD 1-24_Addendum-A.pdf_61,0.5,train
997,1400.25,HAFMD 1-24_Addendum-A.pdf_60,0.5,train
998,1400.25,BUMEDINST 12500.3.pdf_11,0.5,train
999,1400.25,NAVMED P-117 MANMED CHANGE 141.pdf_657,0.5,train
1000,1400.25,NAVMED P-117 MANMED CHANGE 141.pdf_500,0.5,train
1001,1400.25,DoDI 1400.25 Volume 631.pdf_21,0.5,train
1002,1400.25,DoDI 1400.25 Volume 631.pdf_2,0.5,train
1003,1400.25,DoDI 1400.25 Volume 631.pdf_112,0.5,train
1004,1400.25,DoDI 1400.25 Volume 543.pdf_8,0.5,train
1005,1400.25,"DoDFMR, 'V8 CH1.pdf_40",0.5,train
1006,1400.25,BUMEDINST 12351.1B.pdf_11,0.5,train
1007,dodd 7045.20 capability portfolio management,DoDD 7045.20 CH 2.pdf_4,0.95,train
1008,dodd 7045.20 capability portfolio management,MCBUL 3900.pdf_7,0.5,train
1009,dodd 7045.20 capability portfolio management,DCMA Manual 4502-01.pdf_272,0.5,train
1010,dodd 7045.20 capability portfolio management,DoDD 5105.82.pdf_20,0.5,train
1011,dodd 7045.20 capability portfolio management,AFPD 17-1.pdf_6,0.5,train
1012,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5205.02 CH 2.pdf_15,0.95,train
1013,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5205.02 CH 2.pdf_36,0.95,train
1014,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5205.02 CH 2.pdf_4,0.95,train
1015,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5205.02 CH 2.pdf_18,0.95,train
1016,dodm 5205.02 dod operations security (opsec) program manual,AR 530-1.pdf_26,0.5,train
1017,dodm 5205.02 dod operations security (opsec) program manual,SECNAVINST 3070.2A.pdf_44,0.5,train
1018,dodm 5205.02 dod operations security (opsec) program manual,DoD 5205.02-M CH 2.pdf_15,0.5,train
1019,dodm 5205.02 dod operations security (opsec) program manual,DoD 5205.02-M CH 2.pdf_36,0.5,train
1020,dodm 5205.02 dod operations security (opsec) program manual,DoD 5205.02-M CH 2.pdf_4,0.5,train
1021,dodm 5205.02 dod operations security (opsec) program manual,DoD 5205.02-M CH 2.pdf_18,0.5,train
1022,dodm 5205.02 dod operations security (opsec) program manual,AFI 10-701.pdf_138,0.5,train
1023,dodm 5205.02 dod operations security (opsec) program manual,COMNAVRESFORCOMINST 3070.2_dup1.pdf_8,0.5,train
1024,dodm 5205.02 dod operations security (opsec) program manual,NAVMC 3500.124A.pdf_7956,0.5,train
1025,dodm 5205.02 dod operations security (opsec) program manual,NAVMC 3500.124A.pdf_5223,0.5,train
1026,dodm 5205.02 dod operations security (opsec) program manual,DoDM 4140.01 Volume 11 CH 3.pdf_85,0.5,train
1027,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5220.22 Vol 2.pdf_180,0.5,train
1028,dodm 5205.02 dod operations security (opsec) program manual,DoDM 5220.22 Volume 2 CH 1.pdf_177,0.5,train
1029,dodm 5205.02 dod operations security (opsec) program manual,SECNAVINST 5500.36A.pdf_58,0.5,train
1030,dodm 5205.02 dod operations security (opsec) program manual,DoDI 5040.02 CH 2.pdf_88,0.5,train
1031,dodm 5205.02 dod operations security (opsec) program manual,AFI 20-101_63-101.pdf_252,0.5,train
1032,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45.pdf_35,0.95,train
1033,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45.pdf_14,0.95,train
1034,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45.pdf_17,0.95,train
1035,dodi 3020.45 mission assurance (ma) construct,AFPD 10-24.pdf_5,0.5,train
1036,dodi 3020.45 mission assurance (ma) construct,AFPD 10-24.pdf_15,0.5,train
1037,dodi 3020.45 mission assurance (ma) construct,DCMA Manual 3301-01.pdf_119,0.5,train
1038,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45 CH 1.pdf_41,0.5,train
1039,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45 CH 1.pdf_20,0.5,train
1040,dodi 3020.45 mission assurance (ma) construct,DoDI 3020.45 CH 1.pdf_18,0.5,train
1041,dodi 3020.45 mission assurance (ma) construct,DCMA Instruction 3401.pdf_7,0.5,train
1042,dodi 3020.45 mission assurance (ma) construct,DAFMAN 23-119.pdf_238,0.5,train
1043,dodi 3020.45 mission assurance (ma) construct,AFPD 10-25.pdf_5,0.5,train
1044,dodi 3020.45 mission assurance (ma) construct,AFPD 10-25.pdf_27,0.5,train
1045,dodi 3020.45 mission assurance (ma) construct,MCO 3501.36B.pdf_241,0.5,train
1046,dodi 3020.45 mission assurance (ma) construct,MCTP 10-10G.pdf_139,0.5,train
1047,700-82,AR 700-82.pdf_11,0.95,train
1048,700-82,AR 700-82.pdf_15,0.95,train
1049,700-82,AR 700-82.pdf_24,0.95,train
1050,700-82,AR 700-82.pdf_28,0.95,train
1051,700-82,AR 700-82.pdf_33,0.95,train
1052,700-82,MCO P4030.31D_6.pdf_45,0.5,train
1053,700-82,AR 700-18.pdf_79,0.5,train
1054,700-82,AR 700-18.pdf_36,0.5,train
1055,700-82,MCO P4030.31D.pdf_254,0.5,train
1056,700-82,MCO P4030.31D.pdf_188,0.5,train
1057,700-82,AFMAN 21-106.pdf_0,0.5,train
1058,700-82,PAM 700-16.pdf_267,0.5,train
1059,700-82,MCO P4030.31D_5.pdf_17,0.5,train
1060,700-82,SECNAVINST 4410.23A.pdf_8,0.5,train
1061,700-82,SECNAVINST 4410.23A.pdf_12,0.5,train
1062,700-82,STP 11-25M13-SM-TG.pdf_370,0.5,train
1063,700-82,AR 750-1.pdf_508,0.5,train
1064,700-82,AR 750-1.pdf_653,0.5,train
1065,700-82,CUBA STUDY_4.pdf_155,0.5,train
1066,700-82,AGO 1964-10.pdf_1,0.5,train
1067,700-82,DoDD 4400.01 CH 1.pdf_48,0.5,train
1068,700-82,AFMAN 11-2C-130JV3ADDA.pdf_382,0.5,train
1069,700-82,AFMAN 11-2C-130JV3ADDA.pdf_383,0.5,train
1070,700-82,SASC Hearing - The Role of the Department of Defense Science and Technology Enterprise for Innovation and Affordability Agenda Witnesses - Mr. Alan R. Shaffer Testimony.pdf_193,0.5,train
1071,700-82,COUNTRY BOLIVIA STUDY AND PROFILE_3.pdf_67,0.5,train
1072,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B.pdf_0,0.95,train
1073,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B.pdf_5,0.95,train
1074,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B.pdf_2,0.95,train
1075,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B-CH-1.pdf_0,0.5,train
1076,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B-CH-1.pdf_5,0.5,train
1077,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B-CH-1.pdf_2,0.5,train
1078,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B CH-1.pdf_0,0.5,train
1079,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B CH-1.pdf_5,0.5,train
1080,bupersinst ​1640.20b​ manual for the administration and deployment of armed escort teams,BUPERSINST 1640.20B CH-1.pdf_2,0.5,train
1081,"s. 814 to promote security partnership with ukraine, and for other purposes.",S. 814 RS 117th.pdf_59,0.95,train
1082,"s. 814 to promote security partnership with ukraine, and for other purposes.",S. 814 RS 117th.pdf_0,0.95,train
1083,"s. 814 to promote security partnership with ukraine, and for other purposes.",S 814 RS 117th.pdf_59,0.95,train
1084,"s. 814 to promote security partnership with ukraine, and for other purposes.",S 814 RS 117th.pdf_0,0.95,train
1085,"s. 814 to promote security partnership with ukraine, and for other purposes.",S 814 IS 117th.pdf_0,0.5,train
1086,mco 1510.32f recruit training,MCO 1510.32F.pdf_8,0.95,train
1087,mco 1510.32f recruit training,MCO 1510.32F.pdf_4,0.95,train
1088,mco 1510.32f recruit training,MCO 1510.32F.pdf_9,0.95,train
1089,mco 1510.32f recruit training,MCO 1510.32F.pdf_3,0.95,train
1090,mco 1510.32f recruit training,MCO 1510.32F.pdf_7,0.95,train
1091,mco 1510.32f recruit training,NAVMC 2761.pdf_302,0.5,train
1092,mco 1510.32f recruit training,MARADMIN 695-19 FY 2020 MARINE CORPS ENTRY LEVEL.html_1,0.5,train
1093,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 600-110.pdf_1,0.95,train
1094,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 600-110.pdf_8,0.95,train
1095,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 600-110.pdf_2,0.95,train
1096,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",TRADOC TR350-36.pdf_535,0.5,train
1097,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",ARMY DIR 2018-07-17.pdf_48,0.5,train
1098,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",ARMY DIR 2020-13.pdf_34,0.5,train
1099,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",PAM 40-11.pdf_430,0.5,train
1100,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",PAM 40-11.pdf_564,0.5,train
1101,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",TRADOC TP220-1.pdf_354,0.5,train
1103,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 600-8-24.pdf_503,0.5,train
1104,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 601-280.pdf_151,0.5,train
1105,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 612-201.pdf_420,0.5,train
1106,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 135-178.pdf_281,0.5,train
1107,"ar 600-110 identification, surveillance, and administration of personnel infected with human immunodeficiency virus",AR 600-8-101.pdf_60,0.5,train
1108,ar 380-67 personnel security program,AR 380-67.pdf_51,0.95,train
1109,ar 380-67 personnel security program,AR 380-67.pdf_52,0.95,train
1110,ar 380-67 personnel security program,AR 380-67.pdf_87,0.95,train
1111,ar 380-67 personnel security program,AR 380-67.pdf_53,0.95,train
1112,ar 380-67 personnel security program,AR 380-67.pdf_1,0.95,train
1114,ar 380-67 personnel security program,AR 380-5.pdf_185,0.5,train
1115,ar 380-67 personnel security program,AR 380-5.pdf_28,0.5,train
1116,ar 380-67 personnel security program,AR 380-5.pdf_25,0.5,train
1117,ar 380-67 personnel security program,AR 380-5.pdf_31,0.5,train
1118,ar 380-67 personnel security program,AR 380-5.pdf_130,0.5,train
1119,ar 380-67 personnel security program,TRADOC TS1-201.pdf_141,0.5,train
1120,ar 380-67 personnel security program,AR 350-1.pdf_546,0.5,train
1121,ar 380-67 personnel security program,AR 350-1.pdf_445,0.5,train
1122,ar 380-67 personnel security program,TRADOC TM380-5.pdf_74,0.5,train
1123,ar 380-67 personnel security program,TRADOC TR10-5-4.pdf_244,0.5,train
1124,ar 380-67 personnel security program,ARMY DIR 2020-12.pdf_13,0.5,train
1125,ar 380-67 personnel security program,AR 621-5.pdf_190,0.5,train
1127,ar 380-67 personnel security program,AR 750-1.pdf_650,0.5,train
1129,ar 380-67 personnel security program,TRADOC TR350-6.pdf_1199,0.5,train
1131,ar 380-67 personnel security program,AR 380-28.pdf_30,0.5,train
1132,ar 380-67 personnel security program,AR 380-28.pdf_47,0.5,train
1133,"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",DoDI 5240.26 CH 3.pdf_1,0.95,train
1134,"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",AFI 71-101V4.pdf_39,0.5,train
1135,"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",AFMD 39.pdf_6,0.5,train
1136,"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",DoDI 2000.26.pdf_24,0.5,train
1137,"dodi 5240.26 countering espionage, international terrorism, and the counterintelligence (ci) insider threat",AR 600-20.pdf_396,0.5,train
1138,dodd 1342.20 department of defense education activity (dodea),DoDD 1342.20.pdf_2,0.95,train
1139,dodd 1342.20 department of defense education activity (dodea),DoDD 1342.20.pdf_12,0.95,train
1140,dodd 1342.20 department of defense education activity (dodea),DoDD 5100.01 CH 1.pdf_554,0.5,train
1141,dodd 1342.20 department of defense education activity (dodea),AFPD 36-30.pdf_11,0.5,train
1142,dodd 1342.20 department of defense education activity (dodea),AFPD 36-30.pdf_6,0.5,train
1143,dodd 1342.20 department of defense education activity (dodea),AFI 40-701.pdf_42,0.5,train
1144,dodd 1342.20 department of defense education activity (dodea),HAFMD 1-24_Addendum-A.pdf_51,0.5,train
1145,dodd 1342.20 department of defense education activity (dodea),AFI 32-1020.pdf_88,0.5,train
1146,dodd 1342.20 department of defense education activity (dodea),AFI 32-1020.pdf_127,0.5,train
1147,dodi 2200.01 combating trafficking in persons (ctip),DoDI 2200.01.pdf_18,0.95,train
1148,dodi 2200.01 combating trafficking in persons (ctip),DoDI 2200.01.pdf_16,0.95,train
1149,dodi 2200.01 combating trafficking in persons (ctip),DoDI 2200.01.pdf_13,0.95,train
1150,dodi 2200.01 combating trafficking in persons (ctip),DoDI 2200.01.pdf_9,0.95,train
1151,dodi 2200.01 combating trafficking in persons (ctip),DoDI 2200.01.pdf_4,0.95,train
1152,dodi 2200.01 combating trafficking in persons (ctip),AFI 90-201.pdf_67,0.5,train
1153,dodi 2200.01 combating trafficking in persons (ctip),DoDI 1400.25 Volume 410.pdf_273,0.5,train
1154,dodi 2200.01 combating trafficking in persons (ctip),HAFMD 1-24_Addendum-A.pdf_72,0.5,train
1155,dodi 2200.01 combating trafficking in persons (ctip),DoDI 1400.25 Volume 410 CH 1.pdf_267,0.5,train
1156,dodi 2200.01 combating trafficking in persons (ctip),DoDI 1400.25 Volume 410 CH 1.pdf_140,0.5,train
1157,dodi 2200.01 combating trafficking in persons (ctip),ATP 4-10.pdf_98,0.5,train
1158,dodi 2200.01 combating trafficking in persons (ctip),ATP 4-10.pdf_104,0.5,train
1159,dodi 2200.01 combating trafficking in persons (ctip),AFMAN 11-2C-21V1.pdf_117,0.5,train
1160,dodi 2200.01 combating trafficking in persons (ctip),AR 600-20.pdf_393,0.5,train
1161,dodi 2200.01 combating trafficking in persons (ctip),DoDI 1322.31.pdf_68,0.5,train
1162,dodi 2200.01 combating trafficking in persons (ctip),AR 350-1.pdf_447,0.5,train
1163,dodi 2200.01 combating trafficking in persons (ctip),DoDM 5106.06.pdf_25,0.5,train
1164,dodi 2200.01 combating trafficking in persons (ctip),MCIP 3-03DI.pdf_79,0.5,train
1165,afi 48-170 periodic health assessment,AFI 48-170.pdf_21,0.95,train
1166,afi 48-170 periodic health assessment,AFI 48-170.pdf_6,0.95,train
1167,afi 48-170 periodic health assessment,AFI 48-170.pdf_14,0.95,train
1168,afi 48-170 periodic health assessment,AFMAN 13-204V3.pdf_137,0.5,train
1169,afi 48-170 periodic health assessment,AFMAN 13-204V3.pdf_27,0.5,train
1170,afi 48-170 periodic health assessment,AFMAN 13-204V3.pdf_241,0.5,train
1171,afi 48-170 periodic health assessment,AFMAN 11-402.pdf_21,0.5,train
1172,red team,DoDD 3115.16 CH 2.pdf_180,0.95,train
1173,red team,DoDD 3115.16 CH 2.pdf_213,0.95,train
1174,red team,DoDD 3115.16 CH 2.pdf_141,0.95,train
1175,red team,MCBUL 3510.pdf_59,0.5,train
1176,red team,MCBUL 3510.pdf_56,0.5,train
1177,red team,MCBUL 3510.pdf_27,0.5,train
1178,red team,MCBUL 3510.pdf_31,0.5,train
1179,red team,MCBUL 3510.pdf_21,0.5,train
1180,red team,CJCSI 6510.01F.pdf_567,0.5,train
1181,red team,CJCSI 6510.01F.pdf_613,0.5,train
1182,red team,CJCSI 6510.01F.pdf_609,0.5,train
1183,red team,CJCSI 6510.01F.pdf_425,0.5,train
1184,red team,CJCSI 6510.01F.pdf_565,0.5,train
1185,red team,H.Res. 904 IH 117th.pdf_0,0.5,train
1186,red team,H.Res. 904 IH 117th.pdf_1,0.5,train
1187,ar 600-8-22 military awards,AR 600-8-22.pdf_3,0.95,train
1188,ar 600-8-22 military awards,AR 600-8-22.pdf_6,0.95,train
1189,ar 600-8-22 military awards,AR 600-8-22.pdf_5,0.95,train
1190,ar 600-8-22 military awards,AR 600-8-22.pdf_7,0.95,train
1191,ar 600-8-22 military awards,AGO 2009-32.pdf_0,0.5,train
1192,ar 600-8-22 military awards,TRADOC TR600-21.pdf_259,0.5,train
1193,ar 600-8-22 military awards,AR 600-77.pdf_277,0.5,train
1194,ar 600-8-22 military awards,USAR PAM 600-2.pdf_520,0.5,train
1195,ar 600-8-22 military awards,AR 27-10.pdf_494,0.5,train
1196,ar 600-8-22 military awards,AR 600-8-105.pdf_215,0.5,train
1197,ar 600-8-22 military awards,TRADOC TS600-8-22.pdf_48,0.5,train
1198,ar 600-8-22 military awards,AR 600-8-19.pdf_803,0.5,train
1199,ar 600-8-22 military awards,AR 600-8-2.pdf_66,0.5,train
1200,ar 600-8-22 military awards,AR 600-8-2.pdf_60,0.5,train
1201,ar 600-8-22 military awards,DHA Administrative Instructions 102.pdf_58,0.5,train
1202,ar 600-8-22 military awards,AR 40-58.pdf_269,0.5,train
1203,ar 600-8-22 military awards,AR 614-200.pdf_599,0.5,train
1204,ar 600-8-22 military awards,ARMY DIR 2018-28.pdf_504,0.5,train
1205,ar 600-8-22 military awards,AR 611-75.pdf_70,0.5,train
1206,ar 600-8-22 military awards,AR 635-200.pdf_415,0.5,train
1207,cfetp 2a6x4 aircraft fuel systems,CFETP 2A6X4.pdf_17,0.95,train
1208,cfetp 2a6x4 aircraft fuel systems,CFETP 2A6X4.pdf_225,0.95,train
1209,cfetp 2a6x4 aircraft fuel systems,CFETP 2A6X4C1.pdf_6,0.5,train
1210,law of war manual,DoDD 2311.01.pdf_30,0.95,train
1211,law of war manual,DoDD 2311.01.pdf_21,0.95,train
1212,law of war manual,DoDD 2311.01.pdf_13,0.95,train
1213,law of war manual,DoDD 2311.01.pdf_16,0.95,train
1214,law of war manual,DoDD 2311.01.pdf_18,0.95,train
1215,law of war manual,AFI 71-101V1.pdf_44,0.5,train
1216,law of war manual,NAVMC 3500.82B.pdf_2075,0.5,train
1217,law of war manual,NAVMC 3500.82B.pdf_1007,0.5,train
1218,law of war manual,NAVMC 3500.82B.pdf_1024,0.5,train
1219,law of war manual,NAVMC 3500.82B.pdf_627,0.5,train
1220,law of war manual,NAVMC 3500.82B.pdf_1027,0.5,train
1221,law of war manual,ATrainP 2.pdf_62,0.5,train
1222,law of war manual,ATrainP 2.pdf_53,0.5,train
1223,law of war manual,ATrainP 2.pdf_72,0.5,train
1224,law of war manual,ATrainP 2.pdf_66,0.5,train
1225,law of war manual,ATrainP 2.pdf_57,0.5,train
1226,law of war manual,MCBUL 5603.pdf_125,0.5,train
1227,law of war manual,NAVMC 2761.pdf_162,0.5,train
1228,law of war manual,NAVMC 2761.pdf_318,0.5,train
1229,law of war manual,NAVMC 2761.pdf_52,0.5,train
1230,law of war manual,NAVMC 2761.pdf_142,0.5,train
1231,law of war manual,NAVMC 2761.pdf_72,0.5,train
1232,law of war manual,MCTP 11-10A.pdf_48,0.5,train
1233,law of war manual,MCTP 11-10A.pdf_21,0.5,train
1234,law of war manual,NAVMC 3500.10D CH1.pdf_7808,0.5,train
1235,afwic,AFI 10-601.pdf_10,0.95,train
1236,afwic,AFI 16-402.pdf_89,0.95,train
1237,afwic,SASC Hearing - Nominations -- McCarthy - Barrett Agenda Witnesses - Honorable Barbara M. Barrett Testimony.pdf_61,0.5,train
1238,afwic,HAFMD 1-42.pdf_24,0.5,train
1239,afwic,AFMD 5.pdf_8,0.5,train
1240,afwic,HAFMD 1-58.pdf_16,0.5,train
1241,afwic,HAFMD 1-58.pdf_9,0.5,train
1242,afwic,HAFMD 1-7.pdf_21,0.5,train
1243,ar 611-5 personnel and classification testing,AR 611-5.pdf_6,0.95,train
1244,ar 611-5 personnel and classification testing,AR 611-5.pdf_3,0.95,train
1245,ar 611-5 personnel and classification testing,TRADOC TR350-16.pdf_534,0.5,train
1246,ar 611-5 personnel and classification testing,AR 350-1.pdf_440,0.5,train
1248,ar 611-5 personnel and classification testing,AR 621-5.pdf_109,0.5,train
1249,ar 611-5 personnel and classification testing,AR 611-1.pdf_247,0.5,train
1250,ar 611-5 personnel and classification testing,TRADOC TR350-70.pdf_1251,0.5,train
1251,ar 611-5 personnel and classification testing,STP 55-88M14-SM-TG.pdf_6832,0.5,train
1252,ar 611-5 personnel and classification testing,TRADOC TP350-70-14.pdf_2254,0.5,train
1253,dodi 1235.09 management of the standby reserve,DoDI 1235.09 CH 1.pdf_6,0.95,train
1254,dodi 1235.09 management of the standby reserve,CIM 1001.2.pdf_16,0.5,train
1255,dodi 1235.09 management of the standby reserve,CIM 1001.2.pdf_91,0.5,train
1256,dodi 1235.09 management of the standby reserve,RESPERSMAN 1300-090.pdf_8,0.5,train
1257,dodi 1235.09 management of the standby reserve,MCBUL 1800.pdf_70,0.5,train
1258,afi 36-1101 defense civilian intelligence personnel system (dcips),AFI 36-1101.pdf_7,0.95,train
1259,afi 36-1101 defense civilian intelligence personnel system (dcips),AFI 36-1101.pdf_35,0.95,train
1260,afi 36-1101 defense civilian intelligence personnel system (dcips),AFI 36-1101.pdf_33,0.95,train
1261,afi 36-1101 defense civilian intelligence personnel system (dcips),AFI 36-1101.pdf_29,0.95,train
1262,afi 36-1101 defense civilian intelligence personnel system (dcips),AFI 36-1101.pdf_26,0.95,train
1263,afi 36-1101 defense civilian intelligence personnel system (dcips),AFMAN 36-606.pdf_87,0.5,train
1264,afi 36-1101 defense civilian intelligence personnel system (dcips),AFMAN 36-606.pdf_57,0.5,train
1265,dodi 1300.28 in-service transition for transgender service members,DoDI 1300.28.pdf_15,0.95,train
